ID,class,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color
6323,p,t,?,k,k,p,w,p,w,o,e,w
6324,p,t,?,k,s,p,w,p,w,o,e,w
6325,p,t,?,k,s,p,w,p,w,o,e,w
6326,p,t,?,k,s,w,w,p,w,o,e,w
6327,p,t,?,k,k,p,p,p,w,o,e,w
6328,p,t,?,s,s,p,p,p,w,o,e,w
6329,p,t,?,s,s,p,w,p,w,o,e,w
6330,p,t,?,s,k,w,p,p,w,o,e,w
6331,p,t,?,s,k,p,p,p,w,o,e,w
6332,e,e,?,s,k,w,w,p,w,t,p,w
6333,p,t,?,s,s,p,w,p,w,o,e,w
6334,p,t,?,k,s,w,p,p,w,o,e,w
6335,p,t,?,k,s,p,w,p,w,o,e,w
6336,p,t,?,k,k,p,w,p,w,o,e,w
6337,p,t,?,k,k,p,p,p,w,o,e,w
6338,p,t,?,s,s,p,p,p,w,o,e,w
6339,p,t,?,k,s,w,p,p,w,o,e,w
6340,p,t,?,k,k,w,p,p,w,o,e,w
6341,p,t,?,s,k,p,w,p,w,o,e,w
6342,p,t,?,k,k,p,p,p,w,o,e,w
6343,p,t,?,k,s,w,p,p,w,o,e,w
6344,p,t,?,k,k,w,p,p,w,o,e,w
6345,p,t,?,k,s,w,p,p,w,o,e,w
6346,p,t,?,s,k,w,w,p,w,o,e,w
6347,p,t,?,s,s,p,p,p,w,o,e,w
6348,p,t,?,k,s,w,p,p,w,o,e,w
6349,p,t,?,s,k,p,w,p,w,o,e,w
6350,p,t,?,k,k,w,p,p,w,o,e,w
6351,p,t,?,k,k,p,p,p,w,o,e,w
6352,p,t,?,s,s,p,p,p,w,o,e,w
6353,p,t,?,k,k,w,w,p,w,o,e,w
6354,p,t,?,k,s,w,p,p,w,o,e,w
6355,p,t,?,k,k,p,w,p,w,o,e,w
6356,p,t,?,s,s,w,w,p,w,o,e,w
6357,p,t,?,k,k,w,p,p,w,o,e,w
6358,p,t,?,k,s,p,w,p,w,o,e,w
6359,p,t,?,s,s,p,w,p,w,o,e,w
6360,p,t,?,k,k,w,p,p,w,o,e,w
6361,p,t,?,s,s,p,p,p,w,o,e,w
6362,p,t,?,s,s,p,p,p,w,o,e,w
6363,p,t,?,s,k,w,p,p,w,o,e,w
6364,p,t,?,s,k,p,p,p,w,o,e,w
6365,p,t,?,s,k,w,p,p,w,o,e,w
6366,p,t,?,k,k,p,w,p,w,o,e,w
6367,e,e,?,k,k,w,w,p,w,t,p,w
6368,p,t,?,s,s,w,p,p,w,o,e,w
6369,p,t,?,k,s,w,p,p,w,o,e,w
6370,p,t,?,k,k,w,w,p,w,o,e,w
6371,p,t,?,k,s,w,w,p,w,o,e,w
6372,p,t,?,k,s,p,w,p,w,o,e,w
6373,p,t,?,s,s,w,w,p,w,o,e,w
6374,p,t,?,s,k,p,p,p,w,o,e,w
6375,p,t,?,k,s,p,w,p,w,o,e,w
6376,e,e,?,s,s,o,o,p,o,o,p,o
6377,p,t,?,k,s,w,p,p,w,o,e,w
6378,p,t,?,k,k,p,p,p,w,o,e,w
6379,p,t,?,k,k,p,p,p,w,o,e,w
6380,p,t,?,s,k,w,w,p,w,o,e,w
6381,p,t,?,k,s,w,p,p,w,o,e,w
6382,p,t,?,k,s,p,p,p,w,o,e,w
6383,p,t,?,k,k,w,p,p,w,o,e,w
6384,p,t,?,k,s,w,p,p,w,o,e,w
6385,p,t,?,k,s,w,w,p,w,o,e,w
6386,p,t,?,k,s,p,p,p,w,o,e,w
6387,p,t,?,k,k,p,p,p,w,o,e,w
6388,p,t,?,k,s,w,p,p,w,o,e,w
6389,p,t,?,k,k,p,p,p,w,o,e,w
6390,p,t,?,k,s,p,w,p,w,o,e,w
6391,p,t,?,k,k,w,w,p,w,o,e,w
6392,p,t,?,k,k,w,p,p,w,o,e,w
6393,p,t,?,k,k,w,p,p,w,o,e,w
6394,p,t,?,k,s,w,w,p,w,o,e,w
6395,p,t,?,s,k,p,p,p,w,o,e,w
6396,p,t,?,s,s,w,w,p,w,o,e,w
6397,e,e,?,k,s,w,w,p,w,t,p,w
6398,p,t,?,s,s,w,p,p,w,o,e,w
6399,p,t,?,s,k,w,p,p,w,o,e,w
6400,p,t,?,s,s,p,p,p,w,o,e,w
6401,p,t,?,s,k,w,p,p,w,o,e,w
6402,p,t,?,s,s,w,p,p,w,o,e,w
6403,p,t,?,s,k,p,w,p,w,o,e,w
6404,e,e,?,k,k,w,w,p,w,t,p,w
6405,p,t,?,k,s,w,p,p,w,o,e,w
6406,p,t,?,s,k,w,w,p,w,o,e,w
6407,e,e,?,s,k,w,w,p,w,t,p,w
6408,p,t,?,s,k,p,w,p,w,o,e,w
6409,p,t,?,k,s,w,w,p,w,o,e,w
6410,p,t,?,s,k,p,p,p,w,o,e,w
6411,p,t,?,k,s,w,w,p,w,o,e,w
6412,p,t,?,k,k,p,p,p,w,o,e,w
6413,p,t,?,k,k,w,w,p,w,o,e,w
6414,p,t,?,s,k,p,p,p,w,o,e,w
6415,p,t,?,s,s,p,w,p,w,o,e,w
6416,p,e,c,k,y,c,c,p,w,n,n,w
6417,p,t,?,s,k,p,p,p,w,o,e,w
6418,p,t,?,s,s,w,w,p,w,o,e,w
6419,p,t,?,k,k,p,w,p,w,o,e,w
6420,p,t,?,s,s,p,w,p,w,o,e,w
6421,p,t,?,k,k,w,w,p,w,o,e,w
6422,p,t,?,s,s,p,w,p,w,o,e,w
6423,p,t,?,k,k,w,w,p,w,o,e,w
6424,p,t,?,s,k,p,w,p,w,o,e,w
6425,e,e,?,s,s,o,o,p,n,o,p,y
6426,p,t,?,s,k,p,w,p,w,o,e,w
6427,p,t,?,s,s,w,p,p,w,o,e,w
6428,p,t,?,s,s,w,w,p,w,o,e,w
6429,p,t,?,k,s,p,w,p,w,o,e,w
6430,p,t,?,k,s,p,p,p,w,o,e,w
6431,p,t,?,k,k,p,p,p,w,o,e,w
6432,p,t,?,s,k,w,p,p,w,o,e,w
6433,p,t,?,s,s,p,p,p,w,o,e,w
6434,p,t,?,s,k,w,w,p,w,o,e,w
6435,e,e,?,s,s,o,o,p,n,o,p,o
6436,p,t,?,k,k,p,p,p,w,o,e,w
6437,p,t,?,s,s,w,w,p,w,o,e,w
6438,p,t,?,s,s,w,p,p,w,o,e,w
6439,p,t,?,k,k,w,w,p,w,o,e,w
6440,p,t,?,k,s,p,w,p,w,o,e,w
6441,p,t,?,k,s,p,w,p,w,o,e,w
6442,p,t,?,s,k,w,p,p,w,o,e,w
6443,p,t,?,s,s,w,w,p,w,o,e,w
6444,p,t,?,s,s,p,w,p,w,o,e,w
6445,p,t,?,k,s,p,p,p,w,o,e,w
6446,p,t,?,s,s,w,p,p,w,o,e,w
6447,p,t,?,s,s,p,p,p,w,o,e,w
6448,p,t,?,k,s,w,p,p,w,o,e,w
6449,p,t,?,s,k,p,w,p,w,o,e,w
6450,e,e,?,s,k,w,w,p,w,t,p,w
6451,p,t,?,s,k,w,w,p,w,o,e,w
6452,p,t,?,s,k,p,w,p,w,o,e,w
6453,p,t,?,s,s,w,p,p,w,o,e,w
6454,p,t,?,k,k,p,p,p,w,o,e,w
6455,p,t,?,k,k,p,w,p,w,o,e,w
6456,p,t,?,k,k,p,p,p,w,o,e,w
6457,p,t,?,k,k,w,p,p,w,o,e,w
6458,p,t,?,s,k,w,p,p,w,o,e,w
6459,p,t,?,k,k,p,p,p,w,o,e,w
6460,p,t,?,k,s,w,p,p,w,o,e,w
6461,p,t,?,k,k,p,p,p,w,o,e,w
6462,p,t,?,s,s,w,w,p,w,o,e,w
6463,p,t,?,k,k,w,p,p,w,o,e,w
6464,p,t,?,s,s,w,w,p,w,o,e,w
6465,p,t,?,s,s,w,p,p,w,o,e,w
6466,p,t,?,k,s,p,w,p,w,o,e,w
6467,p,t,?,k,s,p,w,p,w,o,e,w
6468,p,t,?,k,s,w,p,p,w,o,e,w
6469,p,t,?,k,k,w,p,p,w,o,e,w
6470,p,t,?,k,s,p,w,p,w,o,e,w
6471,p,t,?,s,s,p,p,p,w,o,e,w
6472,p,t,?,k,k,p,w,p,w,o,e,w
6473,p,t,?,s,k,w,w,p,w,o,e,w
6474,p,t,?,s,k,p,w,p,w,o,e,w
6475,p,t,?,k,k,w,p,p,w,o,e,w
6476,p,t,?,s,k,w,p,p,w,o,e,w
6477,p,t,?,k,s,w,p,p,w,o,e,w
6478,p,t,?,s,s,w,w,p,w,o,e,w
6479,p,t,?,s,k,w,w,p,w,o,e,w
6480,p,t,?,k,k,p,p,p,w,o,e,w
6481,p,t,?,s,s,w,w,p,w,o,e,w
6482,p,t,?,s,k,p,w,p,w,o,e,w
6483,p,t,?,k,s,p,w,p,w,o,e,w
6484,p,t,?,k,k,w,w,p,w,o,e,w
6485,p,t,?,k,k,w,w,p,w,o,e,w
6486,p,t,?,k,s,w,w,p,w,o,e,w
6487,p,t,?,s,k,p,w,p,w,o,e,w
6488,p,t,?,k,k,w,p,p,w,o,e,w
6489,p,t,?,s,k,w,w,p,w,o,e,w
6490,p,t,?,s,k,w,p,p,w,o,e,w
6491,p,t,?,k,k,p,p,p,w,o,e,w
6492,p,t,?,s,k,p,p,p,w,o,e,w
6493,p,t,?,k,s,p,p,p,w,o,e,w
6494,p,t,?,k,k,p,w,p,w,o,e,w
6495,p,t,?,s,k,p,w,p,w,o,e,w
6496,p,t,?,k,s,w,p,p,w,o,e,w
6497,p,t,?,k,k,w,p,p,w,o,e,w
6498,p,t,?,s,k,w,p,p,w,o,e,w
6499,p,t,?,k,k,p,p,p,w,o,e,w
6500,p,t,?,k,s,w,w,p,w,o,e,w
6501,p,t,?,k,s,p,p,p,w,o,e,w
6502,p,t,?,s,s,p,p,p,w,o,e,w
6503,p,t,?,s,k,w,w,p,w,o,e,w
6504,p,t,?,k,k,w,p,p,w,o,e,w
6505,p,t,?,s,s,w,p,p,w,o,e,w
6506,p,t,?,k,s,w,p,p,w,o,e,w
6507,p,t,?,s,s,p,p,p,w,o,e,w
6508,p,t,?,s,k,p,p,p,w,o,e,w
6509,p,t,?,s,s,w,w,p,w,o,e,w
6510,e,e,?,k,s,w,w,p,w,t,p,w
6511,p,t,?,k,s,w,w,p,w,o,e,w
6512,p,t,?,s,s,p,w,p,w,o,e,w
6513,p,t,?,k,k,p,w,p,w,o,e,w
6514,p,t,?,s,s,p,p,p,w,o,e,w
6515,p,t,?,s,k,w,w,p,w,o,e,w
6516,p,t,?,k,s,w,w,p,w,o,e,w
6517,p,t,?,k,k,w,w,p,w,o,e,w
6518,e,e,?,s,k,w,w,p,w,t,p,w
6519,p,t,?,k,s,w,p,p,w,o,e,w
6520,p,t,?,s,k,w,p,p,w,o,e,w
6521,p,t,?,s,s,w,w,p,w,o,e,w
6522,p,t,?,k,k,p,w,p,w,o,e,w
6523,p,t,?,k,s,p,p,p,w,o,e,w
6524,p,t,?,k,s,w,w,p,w,o,e,w
6525,p,t,?,k,k,p,p,p,w,o,e,w
6526,p,t,?,k,k,w,w,p,w,o,e,w
6527,p,t,?,k,s,w,w,p,w,o,e,w
6528,p,t,?,k,s,w,w,p,w,o,e,w
6529,p,t,?,k,k,w,w,p,w,o,e,w
6530,p,t,?,k,s,w,w,p,w,o,e,w
6531,e,e,?,s,k,w,w,p,w,t,p,w
6532,p,t,?,s,k,p,w,p,w,o,e,w
6533,p,t,?,s,k,p,w,p,w,o,e,w
6534,p,t,?,k,s,p,p,p,w,o,e,w
6535,p,t,?,s,s,p,p,p,w,o,e,w
6536,p,t,?,s,s,w,p,p,w,o,e,w
6537,p,t,?,k,s,w,p,p,w,o,e,w
6538,p,t,?,s,s,w,p,p,w,o,e,w
6539,p,t,?,s,s,w,w,p,w,o,e,w
6540,p,t,?,s,k,p,p,p,w,o,e,w
6541,p,t,?,s,k,p,w,p,w,o,e,w
6542,p,t,?,k,s,p,w,p,w,o,e,w
6543,p,t,?,k,k,w,p,p,w,o,e,w
6544,p,t,?,s,k,w,p,p,w,o,e,w
6545,p,t,?,k,s,w,w,p,w,o,e,w
6546,p,t,?,s,s,w,w,p,w,o,e,w
6547,p,t,?,s,k,p,p,p,w,o,e,w
6548,p,t,?,k,s,p,w,p,w,o,e,w
6549,p,t,?,k,s,w,p,p,w,o,e,w
6550,p,t,?,k,s,w,p,p,w,o,e,w
6551,p,t,?,s,k,p,p,p,w,o,e,w
6552,p,t,?,s,s,p,w,p,w,o,e,w
6553,p,t,?,s,s,w,p,p,w,o,e,w
6554,p,t,?,k,k,p,p,p,w,o,e,w
6555,p,t,?,s,k,w,w,p,w,o,e,w
6556,p,t,?,s,k,w,p,p,w,o,e,w
6557,p,t,?,s,s,w,w,p,w,o,e,w
6558,p,t,?,k,k,p,w,p,w,o,e,w
6559,e,e,?,s,s,o,o,p,o,o,p,b
6560,p,t,?,s,s,p,w,p,w,o,e,w
6561,p,t,?,s,s,p,w,p,w,o,e,w
6562,p,t,?,s,k,w,p,p,w,o,e,w
6563,p,t,?,k,s,w,w,p,w,o,e,w
6564,p,t,?,s,s,w,p,p,w,o,e,w
6565,p,t,?,k,k,w,w,p,w,o,e,w
6566,p,t,?,k,s,p,p,p,w,o,e,w
6567,p,t,?,s,k,p,p,p,w,o,e,w
6568,p,t,?,s,s,p,w,p,w,o,e,w
6569,p,t,?,s,k,w,p,p,w,o,e,w
6570,p,t,?,s,k,w,w,p,w,o,e,w
6571,p,t,?,s,s,p,p,p,w,o,e,w
6572,p,t,?,k,k,p,p,p,w,o,e,w
6573,p,t,?,k,s,p,w,p,w,o,e,w
6574,p,t,?,k,k,p,w,p,w,o,e,w
6575,p,t,?,k,s,p,w,p,w,o,e,w
6576,p,t,?,s,s,w,p,p,w,o,e,w
6577,p,t,?,s,s,w,p,p,w,o,e,w
6578,p,t,?,s,k,p,p,p,w,o,e,w
6579,p,t,?,s,s,w,p,p,w,o,e,w
6580,p,t,?,s,k,w,w,p,w,o,e,w
6581,p,t,?,k,k,p,w,p,w,o,e,w
6582,p,t,?,s,s,p,w,p,w,o,e,w
6583,p,t,?,k,s,w,w,p,w,o,e,w
6584,p,t,?,s,s,p,p,p,w,o,e,w
6585,p,t,?,k,k,p,p,p,w,o,e,w
6586,p,t,?,s,s,w,p,p,w,o,e,w
6587,p,t,?,k,k,w,p,p,w,o,e,w
6588,p,t,?,s,k,w,w,p,w,o,e,w
6589,p,t,?,s,s,p,w,p,w,o,e,w
6590,p,t,?,s,s,w,w,p,w,o,e,w
6591,p,t,?,s,s,w,p,p,w,o,e,w
6592,p,t,?,k,s,p,w,p,w,o,e,w
6593,p,t,?,k,k,w,w,p,w,o,e,w
6594,p,t,?,k,k,p,p,p,w,o,e,w
6595,p,t,?,k,s,w,w,p,w,o,e,w
6596,p,t,?,k,k,w,p,p,w,o,e,w
6597,p,t,?,k,k,p,p,p,w,o,e,w
6598,p,t,?,s,k,w,w,p,w,o,e,w
6599,p,t,?,s,s,p,p,p,w,o,e,w
6600,e,e,?,s,k,w,w,p,w,t,p,w
6601,p,t,?,k,k,p,w,p,w,o,e,w
6602,p,t,?,k,s,w,w,p,w,o,e,w
6603,p,t,?,s,s,w,w,p,w,o,e,w
6604,p,t,?,s,s,w,p,p,w,o,e,w
6605,p,t,?,k,k,p,w,p,w,o,e,w
6606,p,t,?,s,s,p,p,p,w,o,e,w
6607,p,t,?,k,s,p,w,p,w,o,e,w
6608,p,t,?,s,k,w,w,p,w,o,e,w
6609,p,t,?,k,s,p,p,p,w,o,e,w
6610,p,t,?,k,k,p,w,p,w,o,e,w
6611,p,t,?,k,s,p,w,p,w,o,e,w
6612,p,t,?,s,k,w,w,p,w,o,e,w
6613,p,t,?,s,k,p,w,p,w,o,e,w
6614,p,t,?,s,k,w,w,p,w,o,e,w
6615,p,t,?,s,k,w,p,p,w,o,e,w
6616,p,t,?,k,s,p,p,p,w,o,e,w
6617,p,t,?,k,s,p,w,p,w,o,e,w
6618,p,t,?,k,s,w,p,p,w,o,e,w
6619,p,t,?,k,s,p,p,p,w,o,e,w
6620,p,t,?,s,s,p,w,p,w,o,e,w
6621,p,t,?,s,s,w,w,p,w,o,e,w
6622,p,t,?,k,s,p,w,p,w,o,e,w
6623,p,t,?,k,k,w,p,p,w,o,e,w
6624,p,t,?,k,k,w,w,p,w,o,e,w
6625,p,t,?,k,s,p,p,p,w,o,e,w
6626,p,t,?,s,k,w,w,p,w,o,e,w
6627,p,t,?,s,k,p,w,p,w,o,e,w
6628,p,t,?,s,k,w,p,p,w,o,e,w
6629,p,t,?,s,k,w,p,p,w,o,e,w
6630,p,t,?,s,k,w,p,p,w,o,e,w
6631,p,t,?,k,s,p,w,p,w,o,e,w
6632,p,t,?,s,s,p,p,p,w,o,e,w
6633,p,t,?,k,s,w,w,p,w,o,e,w
6634,p,t,?,k,s,w,w,p,w,o,e,w
6635,p,t,?,k,k,p,p,p,w,o,e,w
6636,p,t,?,k,s,w,p,p,w,o,e,w
6637,p,t,?,s,k,p,w,p,w,o,e,w
6638,p,t,?,k,s,p,w,p,w,o,e,w
6639,p,t,?,s,k,w,p,p,w,o,e,w
6640,p,t,?,s,k,p,p,p,w,o,e,w
6641,p,t,?,k,s,w,p,p,w,o,e,w
6642,p,t,?,k,s,w,p,p,w,o,e,w
6643,p,t,?,k,s,w,w,p,w,o,e,w
6644,p,t,?,k,k,p,w,p,w,o,e,w
6645,p,t,?,s,k,w,p,p,w,o,e,w
6646,p,t,?,s,s,p,p,p,w,o,e,w
6647,p,t,?,k,s,p,p,p,w,o,e,w
6648,p,t,?,s,k,p,w,p,w,o,e,w
6649,p,t,?,s,s,w,w,p,w,o,e,w
6650,p,t,?,k,s,w,w,p,w,o,e,w
6651,p,t,?,s,s,p,w,p,w,o,e,w
6652,p,t,?,k,k,w,w,p,w,o,e,w
6653,p,t,?,k,s,w,w,p,w,o,e,w
6654,p,t,?,k,s,p,w,p,w,o,e,w
6655,p,t,?,s,s,p,p,p,w,o,e,w
6656,p,t,?,s,k,w,w,p,w,o,e,w
6657,p,t,?,s,s,p,w,p,w,o,e,w
6658,p,t,?,k,s,p,p,p,w,o,e,w
6659,p,t,?,k,s,p,w,p,w,o,e,w
6660,p,t,?,s,s,w,w,p,w,o,e,w
6661,e,e,?,s,k,w,w,p,w,t,p,w
6662,p,t,?,k,s,w,w,p,w,o,e,w
6663,p,t,?,k,s,w,p,p,w,o,e,w
6664,e,e,?,s,s,o,o,p,n,o,p,y
6665,p,t,?,s,s,p,p,p,w,o,e,w
6666,p,t,?,k,k,p,w,p,w,o,e,w
6667,p,t,?,s,k,w,p,p,w,o,e,w
6668,p,t,?,k,s,p,p,p,w,o,e,w
6669,p,e,c,k,y,c,c,p,w,n,n,w
6670,p,t,?,s,s,w,w,p,w,o,e,w
6671,p,t,?,k,k,w,p,p,w,o,e,w
6672,p,t,?,k,k,p,p,p,w,o,e,w
6673,p,t,?,s,k,w,w,p,w,o,e,w
6674,p,t,?,k,k,p,w,p,w,o,e,w
6675,p,t,?,s,s,p,w,p,w,o,e,w
6676,p,t,?,s,k,p,w,p,w,o,e,w
6677,p,t,?,k,k,w,w,p,w,o,e,w
6678,p,t,?,k,s,p,p,p,w,o,e,w
6679,p,t,?,s,k,p,p,p,w,o,e,w
6680,p,t,?,s,k,w,p,p,w,o,e,w
6681,p,t,?,s,k,p,w,p,w,o,e,w
6682,p,t,?,k,k,w,w,p,w,o,e,w
6683,p,t,?,k,s,p,p,p,w,o,e,w
6684,p,t,?,k,k,w,w,p,w,o,e,w
6685,p,t,?,k,s,p,w,p,w,o,e,w
6686,p,t,?,k,k,w,w,p,w,o,e,w
6687,p,t,?,k,k,p,p,p,w,o,e,w
6688,p,t,?,s,s,w,w,p,w,o,e,w
6689,p,t,?,s,s,w,w,p,w,o,e,w
6690,p,t,?,s,s,p,w,p,w,o,e,w
6691,p,t,?,k,k,p,w,p,w,o,e,w
6692,p,t,?,s,s,w,w,p,w,o,e,w
6693,p,t,?,s,k,p,w,p,w,o,e,w
6694,p,t,?,k,k,w,p,p,w,o,e,w
6695,p,t,?,s,k,w,p,p,w,o,e,w
6696,p,t,?,s,k,p,w,p,w,o,e,w
6697,p,t,?,s,s,w,w,p,w,o,e,w
6698,p,t,?,k,k,w,w,p,w,o,e,w
6699,p,t,?,s,k,p,p,p,w,o,e,w
6700,p,t,?,s,k,p,p,p,w,o,e,w
6701,p,t,?,k,s,p,w,p,w,o,e,w
6702,p,t,?,k,s,w,p,p,w,o,e,w
6703,p,t,?,s,k,w,w,p,w,o,e,w
6704,p,t,?,k,s,w,w,p,w,o,e,w
6705,p,t,?,s,k,p,p,p,w,o,e,w
6706,p,t,?,s,s,p,p,p,w,o,e,w
6707,p,t,?,s,s,w,w,p,w,o,e,w
6708,p,t,?,k,k,p,w,p,w,o,e,w
6709,p,t,?,k,s,w,w,p,w,o,e,w
6710,p,t,?,s,k,p,w,p,w,o,e,w
6711,p,t,?,k,k,p,p,p,w,o,e,w
6712,p,t,?,s,k,w,w,p,w,o,e,w
6713,p,t,?,s,k,p,w,p,w,o,e,w
6714,p,t,?,s,k,w,w,p,w,o,e,w
6715,p,t,?,s,s,p,w,p,w,o,e,w
6716,p,t,?,k,k,p,p,p,w,o,e,w
6717,p,t,?,s,k,w,p,p,w,o,e,w
6718,p,t,?,k,s,w,p,p,w,o,e,w
6719,p,t,?,s,k,p,w,p,w,o,e,w
6720,p,t,?,s,s,p,p,p,w,o,e,w
6721,p,t,?,s,k,w,w,p,w,o,e,w
6722,p,t,?,s,k,p,w,p,w,o,e,w
6723,p,t,?,k,s,w,w,p,w,o,e,w
6724,p,t,?,k,k,p,p,p,w,o,e,w
6725,p,t,?,s,k,w,p,p,w,o,e,w
6726,p,t,?,s,k,p,p,p,w,o,e,w
6727,p,t,?,s,s,w,p,p,w,o,e,w
6728,p,t,?,k,k,w,w,p,w,o,e,w
6729,p,t,?,k,s,w,p,p,w,o,e,w
6730,p,t,?,s,s,p,w,p,w,o,e,w
6731,p,t,?,k,s,w,w,p,w,o,e,w
6732,p,t,?,k,s,w,p,p,w,o,e,w
6733,p,t,?,k,s,w,w,p,w,o,e,w
6734,p,t,?,s,k,p,p,p,w,o,e,w
6735,p,t,?,k,k,w,p,p,w,o,e,w
6736,p,t,?,k,k,w,p,p,w,o,e,w
6737,p,t,?,k,k,p,p,p,w,o,e,w
6738,p,t,?,k,k,p,w,p,w,o,e,w
6739,p,t,?,k,k,w,w,p,w,o,e,w
6740,p,t,?,s,s,w,w,p,w,o,e,w
6741,p,t,?,s,s,p,p,p,w,o,e,w
6742,p,t,?,s,s,w,w,p,w,o,e,w
6743,p,t,?,k,k,p,w,p,w,o,e,w
6744,p,t,?,k,s,p,p,p,w,o,e,w
6745,e,e,?,k,k,w,w,p,w,t,p,w
6746,p,t,?,s,k,w,w,p,w,o,e,w
6747,p,t,?,s,k,p,p,p,w,o,e,w
6748,p,t,?,s,s,p,p,p,w,o,e,w
6749,p,t,?,s,k,w,w,p,w,o,e,w
6750,p,t,?,k,s,w,w,p,w,o,e,w
6751,p,t,?,k,s,w,w,p,w,o,e,w
6752,p,t,?,k,s,w,w,p,w,o,e,w
6753,e,e,?,s,s,w,w,p,w,t,p,w
6754,p,t,?,k,s,w,p,p,w,o,e,w
6755,p,t,?,s,k,p,p,p,w,o,e,w
6756,p,t,?,s,s,p,p,p,w,o,e,w
6757,p,t,?,s,k,p,w,p,w,o,e,w
6758,p,t,?,s,k,w,p,p,w,o,e,w
6759,p,t,?,k,s,p,w,p,w,o,e,w
6760,p,t,?,s,s,w,w,p,w,o,e,w
6761,p,t,?,s,k,p,p,p,w,o,e,w
6762,p,t,?,s,s,p,w,p,w,o,e,w
6763,e,e,?,k,s,w,w,p,w,t,p,w
6764,e,e,?,s,s,o,o,p,n,o,p,o
6765,p,t,?,s,s,w,w,p,w,o,e,w
6766,p,t,?,s,s,p,w,p,w,o,e,w
6767,p,t,?,s,s,p,p,p,w,o,e,w
6768,p,t,?,k,s,w,w,p,w,o,e,w
6769,p,t,?,s,s,p,w,p,w,o,e,w
6770,p,t,?,s,s,p,p,p,w,o,e,w
6771,p,t,?,s,s,p,p,p,w,o,e,w
6772,p,t,?,k,k,p,w,p,w,o,e,w
6773,p,t,?,k,k,w,p,p,w,o,e,w
6774,p,t,?,s,k,w,w,p,w,o,e,w
6775,e,e,?,s,k,w,w,p,w,t,p,w
6776,p,t,?,s,s,p,p,p,w,o,e,w
6777,p,t,?,k,s,p,w,p,w,o,e,w
6778,p,t,?,k,s,p,p,p,w,o,e,w
6779,p,t,?,k,s,p,p,p,w,o,e,w
6780,p,t,?,k,k,p,w,p,w,o,e,w
6781,p,t,?,k,k,p,w,p,w,o,e,w
6782,p,t,?,k,k,w,p,p,w,o,e,w
6783,p,t,?,s,s,w,p,p,w,o,e,w
6784,p,t,?,s,s,p,w,p,w,o,e,w
6785,p,t,?,s,k,w,w,p,w,o,e,w
6786,p,t,?,s,k,w,w,p,w,o,e,w
6787,p,t,?,s,s,p,w,p,w,o,e,w
6788,p,t,?,s,s,w,w,p,w,o,e,w
6789,p,t,?,s,s,w,p,p,w,o,e,w
6790,p,t,?,k,k,w,p,p,w,o,e,w
6791,p,t,?,s,k,w,p,p,w,o,e,w
6792,p,t,?,s,k,p,p,p,w,o,e,w
6793,p,t,?,s,s,w,p,p,w,o,e,w
6794,p,t,?,s,s,p,p,p,w,o,e,w
6795,p,t,?,k,k,p,w,p,w,o,e,w
6796,p,t,?,k,k,w,w,p,w,o,e,w
6797,p,t,?,k,k,w,w,p,w,o,e,w
6798,p,t,?,s,s,w,w,p,w,o,e,w
6799,p,t,?,k,s,p,p,p,w,o,e,w
6800,p,t,?,k,k,w,w,p,w,o,e,w
6801,p,t,?,s,s,w,w,p,w,o,e,w
6802,p,t,?,k,s,p,p,p,w,o,e,w
6803,p,t,?,s,k,w,w,p,w,o,e,w
6804,p,t,?,s,k,w,w,p,w,o,e,w
6805,p,t,?,k,k,w,w,p,w,o,e,w
6806,p,t,?,s,s,w,p,p,w,o,e,w
6807,p,t,?,k,k,p,p,p,w,o,e,w
6808,p,t,?,s,k,p,p,p,w,o,e,w
6809,p,t,?,s,s,w,w,p,w,o,e,w
6810,p,t,?,s,k,p,w,p,w,o,e,w
6811,p,t,?,k,s,p,w,p,w,o,e,w
6812,p,t,?,k,k,p,w,p,w,o,e,w
6813,p,t,?,s,s,w,w,p,w,o,e,w
6814,p,t,?,k,k,w,w,p,w,o,e,w
6815,p,t,?,s,s,w,w,p,w,o,e,w
6816,p,t,?,k,k,p,w,p,w,o,e,w
6817,p,t,?,k,k,p,p,p,w,o,e,w
6818,p,t,?,k,k,p,w,p,w,o,e,w
6819,p,t,?,k,k,w,p,p,w,o,e,w
6820,p,t,?,k,k,p,w,p,w,o,e,w
6821,p,t,?,s,s,p,p,p,w,o,e,w
6822,p,t,?,k,s,p,p,p,w,o,e,w
6823,p,t,?,s,s,w,p,p,w,o,e,w
6824,p,t,?,s,s,p,p,p,w,o,e,w
6825,p,t,?,k,k,p,p,p,w,o,e,w
6826,p,t,?,k,k,w,p,p,w,o,e,w
6827,p,t,?,s,s,w,p,p,w,o,e,w
6828,e,e,?,k,s,w,w,p,w,t,p,w
6829,p,t,?,k,s,p,w,p,w,o,e,w
6830,p,t,?,k,s,w,p,p,w,o,e,w
6831,p,t,?,s,k,w,p,p,w,o,e,w
6832,p,t,?,s,s,w,p,p,w,o,e,w
6833,p,t,?,k,k,w,w,p,w,o,e,w
6834,p,t,?,s,k,p,w,p,w,o,e,w
6835,p,t,?,k,k,w,w,p,w,o,e,w
6836,p,t,?,k,k,w,p,p,w,o,e,w
6837,p,t,?,k,s,w,w,p,w,o,e,w
